,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
20645,India,IND,2021-09-08,710550810.0,543462433.0,167088377.0,10882406.0,6996271.0,50.99,39.0,11.99,5021.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20646,India,IND,2021-09-09,720910239.0,550694661.0,170215578.0,10359429.0,7304945.0,51.74,39.52,12.22,5242.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20647,India,IND,2021-09-10,724114731.0,552964723.0,171150008.0,3204492.0,6922828.0,51.97,39.68,12.28,4968.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20648,India,IND,2021-09-11,733428972.0,558984568.0,174444404.0,9314241.0,7954858.0,52.64,40.12,12.52,5709.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20649,India,IND,2021-09-12,740278136.0,563337272.0,176940864.0,6849164.0,7966089.0,53.13,40.43,12.7,5717.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20650,India,IND,2021-09-13,750284569.0,570046655.0,180237914.0,10006433.0,8833001.0,53.85,40.91,12.94,6339.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20651,India,IND,2021-09-14,752714069.0,571662310.0,181051759.0,2429500.0,7577952.0,54.02,41.03,12.99,5438.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20652,India,IND,2021-09-15,761350715.0,576856263.0,184494452.0,8636646.0,7257129.0,54.64,41.4,13.24,5208.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20653,India,IND,2021-09-16,771341641.0,582842108.0,188499533.0,9990926.0,7204486.0,55.36,41.83,13.53,5170.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20654,India,IND,2021-09-17,777387850.0,586105233.0,191282617.0,6046209.0,7610446.0,55.79,42.06,13.73,5462.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20655,India,IND,2021-09-18,796015119.0,597205296.0,198809823.0,18627269.0,8940878.0,57.13,42.86,14.27,6417.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20656,India,IND,2021-09-19,804778696.0,602206789.0,202571907.0,8763577.0,9214366.0,57.76,43.22,14.54,6613.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20657,India,IND,2021-09-20,812232516.0,606563237.0,205669279.0,7453820.0,8849707.0,58.29,43.53,14.76,6351.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20658,India,IND,2021-09-21,821836262.0,612360533.0,209475729.0,9603746.0,9874599.0,58.98,43.95,15.03,7087.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20659,India,IND,2021-09-22,827297973.0,615659928.0,211638045.0,5461711.0,9421037.0,59.37,44.18,15.19,6761.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20660,India,IND,2021-09-23,837239837.0,621209052.0,216030785.0,9941864.0,9414028.0,60.09,44.58,15.5,6756.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20661,India,IND,2021-09-24,847653817.0,627322598.0,220331219.0,10413980.0,10037995.0,60.83,45.02,15.81,7204.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20662,India,IND,2021-09-25,852156699.0,629574531.0,222582168.0,4502882.0,8020226.0,61.16,45.18,15.97,5756.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20663,India,IND,2021-09-26,855791746.0,631601656.0,224190090.0,3635047.0,7287579.0,61.42,45.33,16.09,5230.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20664,India,IND,2021-09-27,868774116.0,639303166.0,229470950.0,12982370.0,8077371.0,62.35,45.88,16.47,5797.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20665,India,IND,2021-09-28,873244661.0,641845931.0,231398730.0,4470545.0,7344057.0,62.67,46.06,16.61,5271.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20666,India,IND,2021-09-29,879692465.0,645293313.0,234399152.0,6447804.0,7484927.0,63.13,46.31,16.82,5372.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20667,India,IND,2021-09-30,886425292.0,648949043.0,237476249.0,6732827.0,7026494.0,63.62,46.57,17.04,5043.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20668,India,IND,2021-10-01,893203984.0,652744197.0,240459787.0,6778692.0,6507167.0,64.1,46.85,17.26,4670.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20669,India,IND,2021-10-02,901004270.0,656956299.0,244047971.0,7800286.0,6978224.0,64.66,47.15,17.51,5008.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20670,India,IND,2021-10-03,906155473.0,659744381.0,246411092.0,5151203.0,7194818.0,65.03,47.35,17.68,5163.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20671,India,IND,2021-10-04,911080329.0,662266667.0,248813662.0,4924856.0,6043745.0,65.38,47.53,17.86,4337.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20672,India,IND,2021-10-05,918129250.0,666078231.0,252051019.0,7048921.0,6412084.0,65.89,47.8,18.09,4602.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20673,India,IND,2021-10-06,923526951.0,668975929.0,254551022.0,5397701.0,6262069.0,66.28,48.01,18.27,4494.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20674,India,IND,2021-10-07,927173859.0,670864526.0,256309333.0,3646908.0,5821224.0,66.54,48.15,18.39,4178.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20675,India,IND,2021-10-08,935219767.0,675161305.0,260058462.0,8045908.0,6002255.0,67.12,48.45,18.66,4308.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
20676,India,IND,2021-10-09,943033918.0,679245181.0,263788737.0,7814151.0,6004235.0,67.68,48.75,18.93,4309.0,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
